tpep_pickup_datetime,0
2022-03-01 00:00:00,143
2022-03-01 00:05:00,157
2022-03-01 00:10:00,137
2022-03-01 00:15:00,126
2022-03-01 00:20:00,108
2022-03-01 00:25:00,89
2022-03-01 00:30:00,95
2022-03-01 00:35:00,67
2022-03-01 00:40:00,82
2022-03-01 00:45:00,82
2022-03-01 00:50:00,76
2022-03-01 00:55:00,74
2022-03-01 01:00:00,66
2022-03-01 01:05:00,54
2022-03-01 01:10:00,62
2022-03-01 01:15:00,62
2022-03-01 01:20:00,52
2022-03-01 01:25:00,66
2022-03-01 01:30:00,55
2022-03-01 01:35:00,41
2022-03-01 01:40:00,35
2022-03-01 01:45:00,40
2022-03-01 01:50:00,29
2022-03-01 01:55:00,23
2022-03-01 02:00:00,32
2022-03-01 02:05:00,25
2022-03-01 02:10:00,34
2022-03-01 02:15:00,36
2022-03-01 02:20:00,27
2022-03-01 02:25:00,20
2022-03-01 02:30:00,29
2022-03-01 02:35:00,15
2022-03-01 02:40:00,16
2022-03-01 02:45:00,28
2022-03-01 02:50:00,22
2022-03-01 02:55:00,22
2022-03-01 03:00:00,15
2022-03-01 03:05:00,29
2022-03-01 03:10:00,14
2022-03-01 03:15:00,12
2022-03-01 03:20:00,13
2022-03-01 03:25:00,15
2022-03-01 03:30:00,10
2022-03-01 03:35:00,14
2022-03-01 03:40:00,9
2022-03-01 03:45:00,20
2022-03-01 03:50:00,19
2022-03-01 03:55:00,25
2022-03-01 04:00:00,22
2022-03-01 04:05:00,17
2022-03-01 04:10:00,20
2022-03-01 04:15:00,19
2022-03-01 04:20:00,16
2022-03-01 04:25:00,15
2022-03-01 04:30:00,14
2022-03-01 04:35:00,19
2022-03-01 04:40:00,25
2022-03-01 04:45:00,23
2022-03-01 04:50:00,30
2022-03-01 04:55:00,37
2022-03-01 05:00:00,25
2022-03-01 05:05:00,27
2022-03-01 05:10:00,27
2022-03-01 05:15:00,21
2022-03-01 05:20:00,44
2022-03-01 05:25:00,39
2022-03-01 05:30:00,62
2022-03-01 05:35:00,53
2022-03-01 05:40:00,67
2022-03-01 05:45:00,84
2022-03-01 05:50:00,77
2022-03-01 05:55:00,83
2022-03-01 06:00:00,85
2022-03-01 06:05:00,85
2022-03-01 06:10:00,112
2022-03-01 06:15:00,156
2022-03-01 06:20:00,149
2022-03-01 06:25:00,154
2022-03-01 06:30:00,182
2022-03-01 06:35:00,211
2022-03-01 06:40:00,227
2022-03-01 06:45:00,230
2022-03-01 06:50:00,235
2022-03-01 06:55:00,233
2022-03-01 07:00:00,298
2022-03-01 07:05:00,289
2022-03-01 07:10:00,345
2022-03-01 07:15:00,337
2022-03-01 07:20:00,369
2022-03-01 07:25:00,347
2022-03-01 07:30:00,403
2022-03-01 07:35:00,438
2022-03-01 07:40:00,455
2022-03-01 07:45:00,414
2022-03-01 07:50:00,451
2022-03-01 07:55:00,499
2022-03-01 08:00:00,490
2022-03-01 08:05:00,493
2022-03-01 08:10:00,496
2022-03-01 08:15:00,511
2022-03-01 08:20:00,455
2022-03-01 08:25:00,502
2022-03-01 08:30:00,550
2022-03-01 08:35:00,528
2022-03-01 08:40:00,499
2022-03-01 08:45:00,516
2022-03-01 08:50:00,548
2022-03-01 08:55:00,520
2022-03-01 09:00:00,494
2022-03-01 09:05:00,497
2022-03-01 09:10:00,479
2022-03-01 09:15:00,522
2022-03-01 09:20:00,473
2022-03-01 09:25:00,497
2022-03-01 09:30:00,512
2022-03-01 09:35:00,527
2022-03-01 09:40:00,510
2022-03-01 09:45:00,522
2022-03-01 09:50:00,491
2022-03-01 09:55:00,462
2022-03-01 10:00:00,453
2022-03-01 10:05:00,483
2022-03-01 10:10:00,476
2022-03-01 10:15:00,497
2022-03-01 10:20:00,460
2022-03-01 10:25:00,479
2022-03-01 10:30:00,475
2022-03-01 10:35:00,528
2022-03-01 10:40:00,484
2022-03-01 10:45:00,509
2022-03-01 10:50:00,493
2022-03-01 10:55:00,466
2022-03-01 11:00:00,469
2022-03-01 11:05:00,486
2022-03-01 11:10:00,488
2022-03-01 11:15:00,505
2022-03-01 11:20:00,538
2022-03-01 11:25:00,510
2022-03-01 11:30:00,483
2022-03-01 11:35:00,508
2022-03-01 11:40:00,525
2022-03-01 11:45:00,484
2022-03-01 11:50:00,511
2022-03-01 11:55:00,538
2022-03-01 12:00:00,528
2022-03-01 12:05:00,524
2022-03-01 12:10:00,512
2022-03-01 12:15:00,537
2022-03-01 12:20:00,538
2022-03-01 12:25:00,505
2022-03-01 12:30:00,508
2022-03-01 12:35:00,517
2022-03-01 12:40:00,505
2022-03-01 12:45:00,548
2022-03-01 12:50:00,535
2022-03-01 12:55:00,517
2022-03-01 13:00:00,473
2022-03-01 13:05:00,494
2022-03-01 13:10:00,487
2022-03-01 13:15:00,511
2022-03-01 13:20:00,526
2022-03-01 13:25:00,529
2022-03-01 13:30:00,536
2022-03-01 13:35:00,585
2022-03-01 13:40:00,560
2022-03-01 13:45:00,553
2022-03-01 13:50:00,550
2022-03-01 13:55:00,517
2022-03-01 14:00:00,603
2022-03-01 14:05:00,614
2022-03-01 14:10:00,522
2022-03-01 14:15:00,574
2022-03-01 14:20:00,584
2022-03-01 14:25:00,561
2022-03-01 14:30:00,572
2022-03-01 14:35:00,619
2022-03-01 14:40:00,640
2022-03-01 14:45:00,651
2022-03-01 14:50:00,607
2022-03-01 14:55:00,648
2022-03-01 15:00:00,666
2022-03-01 15:05:00,598
2022-03-01 15:10:00,640
2022-03-01 15:15:00,622
2022-03-01 15:20:00,614
2022-03-01 15:25:00,614
2022-03-01 15:30:00,619
2022-03-01 15:35:00,596
2022-03-01 15:40:00,569
2022-03-01 15:45:00,628
2022-03-01 15:50:00,591
2022-03-01 15:55:00,621
2022-03-01 16:00:00,667
2022-03-01 16:05:00,641
2022-03-01 16:10:00,629
2022-03-01 16:15:00,572
2022-03-01 16:20:00,602
2022-03-01 16:25:00,585
2022-03-01 16:30:00,609
2022-03-01 16:35:00,631
2022-03-01 16:40:00,566
2022-03-01 16:45:00,645
2022-03-01 16:50:00,633
2022-03-01 16:55:00,587
2022-03-01 17:00:00,625
2022-03-01 17:05:00,705
2022-03-01 17:10:00,717
2022-03-01 17:15:00,644
2022-03-01 17:20:00,709
2022-03-01 17:25:00,668
2022-03-01 17:30:00,681
2022-03-01 17:35:00,690
2022-03-01 17:40:00,764
2022-03-01 17:45:00,698
2022-03-01 17:50:00,710
2022-03-01 17:55:00,719
2022-03-01 18:00:00,739
2022-03-01 18:05:00,722
2022-03-01 18:10:00,771
2022-03-01 18:15:00,749
2022-03-01 18:20:00,731
2022-03-01 18:25:00,730
2022-03-01 18:30:00,765
2022-03-01 18:35:00,704
2022-03-01 18:40:00,721
2022-03-01 18:45:00,707
2022-03-01 18:50:00,694
2022-03-01 18:55:00,688
2022-03-01 19:00:00,729
2022-03-01 19:05:00,702
2022-03-01 19:10:00,669
2022-03-01 19:15:00,700
2022-03-01 19:20:00,649
2022-03-01 19:25:00,632
2022-03-01 19:30:00,619
2022-03-01 19:35:00,597
2022-03-01 19:40:00,597
2022-03-01 19:45:00,600
2022-03-01 19:50:00,529
2022-03-01 19:55:00,561
2022-03-01 20:00:00,551
2022-03-01 20:05:00,545
2022-03-01 20:10:00,570
2022-03-01 20:15:00,574
2022-03-01 20:20:00,517
2022-03-01 20:25:00,539
2022-03-01 20:30:00,497
2022-03-01 20:35:00,462
2022-03-01 20:40:00,521
2022-03-01 20:45:00,462
2022-03-01 20:50:00,479
2022-03-01 20:55:00,491
2022-03-01 21:00:00,471
2022-03-01 21:05:00,510
2022-03-01 21:10:00,509
2022-03-01 21:15:00,476
2022-03-01 21:20:00,505
2022-03-01 21:25:00,509
2022-03-01 21:30:00,494
2022-03-01 21:35:00,492
2022-03-01 21:40:00,515
2022-03-01 21:45:00,492
2022-03-01 21:50:00,479
2022-03-01 21:55:00,434
2022-03-01 22:00:00,465
2022-03-01 22:05:00,428
2022-03-01 22:10:00,443
2022-03-01 22:15:00,435
2022-03-01 22:20:00,461
2022-03-01 22:25:00,450
2022-03-01 22:30:00,439
2022-03-01 22:35:00,443
2022-03-01 22:40:00,437
